12	40759107
12	40759130
12	40759416
12	40759539
12	40759590
12	40759594
12	40759595
12	40759604
12	40759616
12	40759687
12	40759704
12	40759763
12	40759799
12	40759848
12	40759868
12	40759877
12	40759896
12	40759904
12	40759942
12	40759964
12	40759980
12	40759987
12	40760024
12	40760127
12	40760162
12	40760175
12	40760229
12	40760261
12	40760341
12	40760398
12	40760418
12	40760494
12	40760505
12	40760528
12	40760573
12	40760764
12	40760846
12	40760847
12	40760894
12	40760904
12	40760966
12	40760986
12	40761007
12	40761027
12	40761031
12	40761151
12	40761197
12	40761315
12	40761358
12	40761359
12	40761465
12	40761466
12	40761479
12	40761613
12	40761677
12	40761690
12	40761715
12	40761765
12	40761814
12	40761815
12	40761898
12	40761913
12	40761931
12	40761946
12	40761951
12	40761972
12	40761988
12	40762032
12	40762037
12	40762202
12	40762303
12	40762509
12	40762546
12	40762725
12	40762748
12	40762788
12	40762950
12	40762955
12	40762969
12	40763128
12	40763274
12	40763279
12	40763319
12	40763508
12	40763607
12	40763616
12	40763618
12	40763717
12	40763720
12	40763731
12	40763752
12	40763777
12	40763800
12	40763838
12	40763854
12	40763896
12	40763973
12	40764010
12	40764041
12	40764083
12	40764108
12	40764129
12	40764169
12	40764286
12	40764289
12	40764317
12	40764345
12	40764359
12	40764374
12	40764404
12	40764660
12	40764694
12	40764748
12	40764769
12	40764776
12	40764920
12	40764935
12	40764956
12	40764977
12	40764984
12	40765001
12	40765129
12	40765133
12	40765158
12	40765164
12	40765166
12	40765211
12	40765251
12	40765255
12	40765319
12	40765328
12	40765406
12	40765463
12	40765475
12	40765928
12	40766076
12	40766205
12	40766236
12	40766252
12	40766266
12	40766282
12	40766340
12	40766351
12	40766363
12	40766444
12	40766475
12	40766544
12	40766806
12	40766822
12	40766878
12	40766937
12	40766982
12	40767031
12	40767058
12	40767090
12	40767112
12	40767333
12	40767362
12	40767408
12	40767588
12	40767689
12	40767694
12	40767698
12	40767782
12	40767920
12	40767990
12	40767992
12	40767997
12	40768045
12	40768079
12	40768244
12	40768276
12	40768287
12	40768315
12	40768384
12	40768393
12	40768435
12	40768443
12	40768537
12	40768582
12	40768641
12	40768653
12	40768665
12	40768696
12	40768706
12	40768902
12	40768905
12	40768945
12	40769083
12	40769114
12	40769582
12	40769853
12	40769961
12	40770123
12	40770135
12	40770707
12	40770814
12	40770817
12	40770823
12	40770920
12	40771026
12	40771101
12	40771115
12	40771119
12	40771193
12	40771200
12	40771357
12	40771383
12	40771431
12	40771437
12	40771527
12	40771532
12	40771614
12	40771750
12	40771862
12	40771929
12	40771995
12	40771997
12	40772014
12	40772043
12	40772079
12	40772165
12	40772196
12	40772220
12	40772245
12	40772312
12	40772313
12	40772406
12	40772423
12	40772463
12	40772543
12	40772567
12	40772575
12	40772648
12	40772870
12	40772878
12	40772927
12	40773038
12	40773056
12	40773069
12	40773102
12	40773176
12	40773221
12	40773246
12	40773277
12	40773282
12	40773283
12	40773290
12	40773297
12	40773332
12	40773352
12	40773371
12	40773437
12	40773456
12	40773469
12	40773503
12	40773504
12	40773576
12	40773602
12	40773615
12	40773682
12	40773684
12	40773697
12	40773776
12	40773797
12	40773804
12	40773852
12	40773875
12	40773990
12	40774030
12	40774167
12	40774168
12	40774378
12	40774410
12	40774475
12	40774484
12	40774519
12	40774532
12	40774544
12	40774638
12	40774662
12	40774678
12	40774712
12	40774767
12	40774780
12	40774817
12	40774823
12	40774850
12	40774855
12	40774862
12	40774899
12	40774954
12	40775011
12	40775024
12	40775029
12	40775031
12	40775059
12	40775068
12	40775081
12	40775090
12	40775091
12	40775127
12	40775156
12	40775244
12	40775609
12	40775736
12	40775752
12	40775755
12	40775763
12	40775767
12	40775774
12	40775781
12	40775937
12	40775958
12	40775982
12	40776002
12	40776041
12	40776045
12	40776076
12	40776204
12	40777120
12	40777121
12	40777133
12	40777153
12	40777174
12	40777206
12	40777247
12	40777316
12	40777651
12	40777658
12	40777838
12	40778246
12	40778247
12	40778253
12	40778799
12	40778957
12	40779889
12	40779894
12	40780134
12	40780141
12	40782288
12	40782902
12	40782903
12	40783145
12	40783147
12	40783148
12	40783356
12	40783677
12	40783683
12	40783688
12	40783722
12	40783814
12	40783844
12	40783948
12	40783967
12	40784018
12	40784036
12	40784061
12	40784096
12	40784114
12	40784174
12	40784191
12	40784253
12	40784272
12	40784334
12	40784358
12	40784418
12	40784508
12	40784509
12	40784532
12	40784535
12	40784563
12	40784570
12	40784574
12	40784587
12	40784602
12	40784643
12	40784662
12	40784672
12	40784686
12	40784690
12	40784692
12	40784741
12	40784825
12	40784826
12	40784851
12	40784965
12	40784978
12	40785025
12	40785034
12	40785117
12	40785131
12	40785135
12	40785277
12	40785291
12	40785361
12	40785371
12	40785378
12	40785405
12	40785453
12	40785475
12	40785500
12	40785508
12	40785515
12	40785533
12	40785593
12	40785622
12	40785643
12	40785645
12	40785920
12	40785987
12	40785990
12	40786008
12	40786014
12	40786084
12	40786102
12	40786103
12	40786114
12	40786215
12	40786220
12	40786280
12	40786281
12	40786326
12	40786362
12	40786407
12	40786448
12	40786449
12	40786493
12	40786497
12	40786515
12	40786516
12	40786615
12	40786626
12	40786628
12	40786699
12	40786719
12	40786732
12	40786752
12	40786765
12	40786804
12	40786811
12	40786813
12	40786828
12	40786874
12	40786876
12	40786969
12	40786987
12	40787027
12	40787034
12	40787065
12	40787135
12	40787159
12	40787192
12	40787250
12	40787264
12	40787271
12	40787301
12	40787380
12	40787385
12	40787420
12	40787447
12	40787487
12	40787496
12	40787526
12	40787548
12	40787655
12	40787719
12	40787742
12	40787801
12	40787808
12	40787867
12	40787967
12	40787974
12	40787986
12	40787987
12	40787988
12	40788257
12	40788307
12	40788378
12	40788379
12	40788406
12	40788598
12	40788620
12	40788647
12	40788654
12	40788750
12	40788907
12	40789032
12	40789040
12	40789138
12	40789318
12	40789535
12	40789542
12	40789571
12	40789725
12	40789732
12	40789744
12	40789817
12	40789833
12	40789850
12	40789857
12	40789866
12	40789873
12	40789904
12	40789905
12	40789917
12	40789919
12	40789962
12	40789964
12	40789972
12	40790003
12	40790019
