pbs position pO mt rep
 794.0 0.0 3.0 1.0
0.004130754099918305 2004.0 3.0 3.0 1.0
0.006282047653613142 2488.0 2.0 3.0 1.0
-0.00016923337443676138 3624.0 4.0 3.0 1.0
-0.01985153666203089 3891.0 2.0 3.0 1.0
 4371.0 0.0 3.0 1.0
-0.00242606001860126 5251.0 3.0 3.0 1.0
0.007170268412071484 5454.0 0.0 3.0 1.0
0.013134161169017016 6868.0 0.0 3.0 1.0
0.002013396805950298 7823.0 0.0 3.0 1.0
 8090.0 0.0 3.0 1.0
 8136.0 0.0 3.0 1.0
0.010958402761637032 9258.0 0.0 3.0 1.0
0.007170268412071484 9537.0 0.0 3.0 1.0
0.013134161169017016 10736.0 2.0 3.0 1.0
-0.008332590103494821 12855.0 3.0 3.0 1.0
-0.03367854715813317 14617.0 2.0 3.0 1.0
-0.008332590103494821 15952.0 2.0 3.0 1.0
0.005921919621126768 16724.0 0.0 3.0 1.0
-0.0061059889944669495 17531.0 4.0 3.0 1.0
-0.03471525545257023 18389.0 0.0 3.0 1.0
-0.03471525545257023 18402.0 0.0 3.0 1.0
-0.02498739618552194 19670.0 2.0 3.0 1.0
0.005921919621126768 19758.0 0.0 3.0 1.0
-0.01985153666203089 20516.0 2.0 3.0 1.0
-0.03471525545257023 20634.0 0.0 3.0 1.0
-0.01985153666203089 21119.0 0.0 3.0 1.0
-0.008332590103494821 22850.0 3.0 3.0 1.0
0.016248327008291933 23810.0 0.0 3.0 1.0
-0.020025044087216864 24411.0 2.0 3.0 1.0
-0.0025833239897148294 24700.0 3.0 3.0 1.0
0.007588139841424362 25529.0 2.0 3.0 1.0
-0.020025044087216864 25702.0 2.0 3.0 1.0
-0.03569370893444017 26513.0 2.0 3.0 1.0
-0.040080785641879016 27784.0 0.0 3.0 1.0
-0.022005728473306167 28085.0 3.0 3.0 1.0
-0.03450917559625865 28774.0 2.0 3.0 1.0
0.01730145678431706 29706.0 2.0 3.0 1.0
-0.03450917559625865 30841.0 2.0 3.0 1.0
-0.029950207243018778 31093.0 4.0 3.0 1.0
0.01730145678431706 31453.0 0.0 3.0 1.0
-0.040080785641879016 31518.0 0.0 3.0 1.0
-0.006984436585303649 32316.0 3.0 3.0 1.0
0.18162846029329527 33075.0 3.0 3.0 1.0
0.006716613002377983 33082.0 3.0 3.0 1.0
0.01730145678431706 34579.0 2.0 3.0 1.0
-0.023055461573619526 35303.0 3.0 3.0 1.0
0.0 35758.0 0.0 3.0 1.0
0.0029923927698695604 36339.0 0.0 3.0 1.0
0.0 36430.0 0.0 3.0 1.0
0.0 39147.0 0.0 3.0 1.0
-0.02963632833183404 39295.0 0.0 3.0 1.0
-0.008332590103494821 39580.0 2.0 3.0 1.0
-0.03159924448538208 39606.0 0.0 3.0 1.0
0.006791895397642259 39725.0 3.0 3.0 1.0
-0.03159924448538208 41257.0 2.0 3.0 1.0
-0.0030951737778134444 41478.0 3.0 3.0 1.0
0.0 41525.0 0.0 3.0 1.0
-0.05300486795320164 42667.0 3.0 3.0 1.0
-0.015335021403444879 43000.0 0.0 3.0 1.0
-0.015335021403444879 43560.0 0.0 3.0 1.0
-0.02963632833183404 43672.0 0.0 3.0 1.0
-0.015335021403444879 44192.0 0.0 3.0 1.0
-0.015335021403444879 44275.0 0.0 3.0 1.0
-0.0016224845312552277 44310.0 0.0 3.0 1.0
-0.01985153666203089 44392.0 2.0 3.0 1.0
-0.015335021403444879 44634.0 0.0 3.0 1.0
-0.015335021403444879 44761.0 0.0 3.0 1.0
-0.015335021403444879 44765.0 0.0 3.0 1.0
0.011090926077130508 44853.0 0.0 3.0 1.0
-0.02974846879922774 45715.0 2.0 3.0 1.0
-0.015335021403444879 46174.0 0.0 3.0 1.0
-0.018451971679735953 46297.0 3.0 3.0 1.0
-0.015335021403444879 46499.0 0.0 3.0 1.0
-0.006857841865904344 46906.0 3.0 3.0 1.0
-0.0016224845312552277 46946.0 0.0 3.0 1.0
-0.015335021403444879 47007.0 0.0 3.0 1.0
-0.015335021403444879 47597.0 0.0 3.0 1.0
-0.015335021403444879 47793.0 0.0 3.0 1.0
-0.004293639050687782 48007.0 3.0 3.0 1.0
-0.02963632833183404 48224.0 0.0 3.0 1.0
-0.015335021403444879 48586.0 0.0 3.0 1.0
0.011090926077130508 48790.0 2.0 3.0 1.0
-0.015662151202252665 49043.0 0.0 3.0 1.0
-0.015662151202252665 49254.0 0.0 3.0 1.0
0.0 49861.0 0.0 3.0 1.0
0.006791895397642259 49920.0 3.0 3.0 1.0
0.0 50448.0 0.0 3.0 1.0
0.0 51436.0 0.0 3.0 1.0
0.0 52177.0 0.0 3.0 1.0
0.0 53090.0 0.0 3.0 1.0
0.0 53187.0 0.0 3.0 1.0
-0.0016387705255601695 55776.0 0.0 3.0 1.0
0.0 55913.0 0.0 3.0 1.0
-0.07533364254617948 57135.0 3.0 3.0 1.0
0.0 59686.0 0.0 3.0 1.0
0.005574205264826981 59725.0 2.0 3.0 1.0
-0.006857841865904344 59940.0 2.0 3.0 1.0
-0.020025044087216864 61252.0 2.0 3.0 1.0
0.0 61285.0 0.0 3.0 1.0
0.0 63973.0 0.0 3.0 1.0
-0.006857841865904344 64619.0 3.0 3.0 1.0
-0.02974846879922774 65075.0 2.0 3.0 1.0
-0.006857841865904344 65558.0 0.0 3.0 1.0
-0.009691498896335797 65964.0 3.0 3.0 1.0
0.0 66505.0 0.0 3.0 1.0
0.005574205264826981 67646.0 3.0 3.0 1.0
-0.006857841865904344 68520.0 2.0 3.0 1.0
-0.006857841865904344 68588.0 0.0 3.0 1.0
-0.029434392784748756 70160.0 0.0 1.0 1.0
0.00020061746387917451 70401.0 0.0 3.0 1.0
-0.020025044087216864 72483.0 2.0 3.0 1.0
0.0037510861648003477 73434.0 3.0 3.0 1.0
-0.018279983987725026 77343.0 2.0 3.0 1.0
-0.018279983987725026 77387.0 2.0 3.0 1.0
0.00020061746387917451 77604.0 0.0 3.0 1.0
0.00020061746387917451 80649.0 0.0 3.0 1.0
-0.03627193969987492 80651.0 2.0 3.0 1.0
-0.035246207833675935 82053.0 4.0 1.0 1.0
-0.02492319708166508 83207.0 3.0 3.0 1.0
-0.03627193969987492 84069.0 0.0 3.0 1.0
-0.011504565939501464 84810.0 4.0 3.0 1.0
-0.023830584782505507 85649.0 2.0 3.0 1.0
0.005494722700825354 85699.0 0.0 3.0 1.0
0.005494722700825354 85883.0 0.0 3.0 1.0
-0.02461481334136371 88720.0 0.0 3.0 1.0
0.005494722700825354 89009.0 0.0 3.0 1.0
0.005494722700825354 89529.0 0.0 3.0 1.0
-0.023830584782505507 89622.0 2.0 3.0 1.0
-0.009667293716404207 91447.0 4.0 3.0 1.0
-0.006857841865904344 92453.0 3.0 3.0 1.0
-0.012140429350611333 92546.0 3.0 3.0 1.0
-0.00016923337443676138 93915.0 4.0 3.0 1.0
0.005494722700825354 95315.0 0.0 3.0 1.0
-0.0007483331567996127 96319.0 2.0 3.0 1.0
0.005494722700825354 96644.0 0.0 3.0 1.0
-0.0007483331567996127 97944.0 0.0 3.0 1.0
-0.04887425827507173 99920.0 3.0 3.0 1.0
0.005494722700825354 101023.0 0.0 3.0 1.0
-0.0018945908536224416 102382.0 0.0 3.0 1.0
-0.0018945908536224416 103103.0 0.0 3.0 1.0
0.005494722700825354 107246.0 0.0 3.0 1.0
0.005494722700825354 107380.0 0.0 3.0 1.0
0.0 107580.0 0.0 3.0 1.0
0.005494722700825354 107688.0 0.0 3.0 1.0
-0.009237120591149168 109719.0 2.0 3.0 1.0
-0.001197497213860331 109815.0 0.0 3.0 1.0
-0.054260461559425 109985.0 3.0 3.0 1.0
0.003143387823128674 111599.0 3.0 3.0 1.0
-0.00565580604000053 111818.0 0.0 3.0 1.0
-0.013652793761452515 113304.0 0.0 3.0 1.0
-0.04154939312899309 115563.0 0.0 3.0 1.0
-0.029014466695145173 116808.0 2.0 3.0 1.0
-0.025689363187635643 117491.0 2.0 3.0 1.0
-0.04154939312899309 119547.0 0.0 3.0 1.0
0.028890990947991194 120574.0 3.0 3.0 1.0
0.035538664490560146 122041.0 3.0 3.0 1.0
-0.022056008313208874 124145.0 4.0 3.0 1.0
-0.04289675369465591 125680.0 0.0 3.0 1.0
-0.04154939312899309 129191.0 2.0 3.0 1.0
-0.05411110004390185 133781.0 3.0 1.0 1.0
0.018062269135881916 134437.0 0.0 3.0 1.0
-0.04154939312899309 136600.0 0.0 3.0 1.0
0.033826748233927645 137367.0 3.0 3.0 1.0
-0.04154939312899309 137785.0 2.0 3.0 1.0
-0.05411110004390185 138392.0 3.0 3.0 1.0
-0.025689363187635643 138595.0 2.0 3.0 1.0
 139035.0 0.0 3.0 1.0
 139409.0 0.0 3.0 1.0
0.004453972937054695 140188.0 2.0 3.0 1.0
-0.025689363187635643 142291.0 2.0 3.0 1.0
-0.02854670961980891 146374.0 3.0 3.0 1.0
-0.009667293716404207 146829.0 4.0 3.0 1.0
0.0 147198.0 0.0 3.0 1.0
 148408.0 0.0 3.0 1.0
 148545.0 0.0 3.0 1.0
